id,estado,municipio,poblacion,indice_marginacion
531,Tamaulipas,Municipio_0000531,410352,2.4301
532,Jalisco,Municipio_0000532,91712,-1.2507
533,Tabasco,Municipio_0000533,1758566,1.1844
534,Oaxaca,Municipio_0000534,1853702,0.4621
535,Durango,Municipio_0000535,1492997,0.2774
536,Michoacan,Municipio_0000536,410524,1.9039
537,Mexico,Municipio_0000537,706373,1.3153
538,Mexico,Municipio_0000538,277819,0.9572
539,Queretaro,Municipio_0000539,1138233,2.047
540,Nayarit,Municipio_0000540,300733,-1.2438
541,Tlaxcala,Municipio_0000541,1814027,-1.5048
542,Aguascalientes,Municipio_0000542,811665,1.6565
543,Aguascalientes,Municipio_0000543,1388608,2.2255
544,Durango,Municipio_0000544,308850,-1.1276
545,Sonora,Municipio_0000545,259065,-2.3121
546,Campeche,Municipio_0000546,45848,-1.364
547,Hidalgo,Municipio_0000547,1233945,2.259
548,San Luis Potosi,Municipio_0000548,600947,0.5477
549,Yucatan,Municipio_0000549,1450812,-0.4872
550,Morelos,Municipio_0000550,1168418,-0.4857
551,Yucatan,Municipio_0000551,1169408,1.1293
552,Queretaro,Municipio_0000552,1202708,0.1302
553,Nuevo Leon,Municipio_0000553,1137976,2.1304
554,Coahuila,Municipio_0000554,104312,-1.5086
555,Sonora,Municipio_0000555,556058,0.0501
556,Guerrero,Municipio_0000556,1916634,0.4202
557,Sonora,Municipio_0000557,1666079,-1.4761
558,Yucatan,Municipio_0000558,747725,-1.3966
559,Baja California,Municipio_0000559,1139642,1.8374
560,Queretaro,Municipio_0000560,1701956,1.9478
561,Oaxaca,Municipio_0000561,1865023,0.2044
562,Chiapas,Municipio_0000562,219466,-1.7524
563,Guanajuato,Municipio_0000563,392332,-0.9336
564,Zacatecas,Municipio_0000564,752022,-2.4976
565,Mexico,Municipio_0000565,1937286,2.3882
566,Morelos,Municipio_0000566,1526041,-0.0615
567,Chiapas,Municipio_0000567,446390,-1.7513
568,Baja California,Municipio_0000568,277349,-1.0719
569,Hidalgo,Municipio_0000569,1273190,-0.5252
570,Zacatecas,Municipio_0000570,222628,-2.2485
571,Coahuila,Municipio_0000571,1440558,2.2728
572,Zacatecas,Municipio_0000572,1098176,-1.5064
573,Chiapas,Municipio_0000573,1368989,-2.4606
574,Tabasco,Municipio_0000574,1542026,-0.5553
575,Durango,Municipio_0000575,1481199,-1.1912
576,Chihuahua,Municipio_0000576,39265,-0.9782
577,Guanajuato,Municipio_0000577,1075826,0.0694
578,Puebla,Municipio_0000578,289655,-1.4901
579,Campeche,Municipio_0000579,1463279,0.8575
580,Aguascalientes,Municipio_0000580,249335,0.9904
581,Tabasco,Municipio_0000581,342700,-1.7248
582,Oaxaca,Municipio_0000582,1166310,-2.2717
583,Michoacan,Municipio_0000583,821982,-2.2251
584,Yucatan,Municipio_0000584,163149,-0.1611
585,Sonora,Municipio_0000585,1510238,0.5528
586,San Luis Potosi,Municipio_0000586,776814,0.601
587,Quintana Roo,Municipio_0000587,874377,-0.6268
588,Chiapas,Municipio_0000588,748237,-1.6992
589,Hidalgo,Municipio_0000589,1890166,1.594
590,Michoacan,Municipio_0000590,80311,-1.4931
591,Guerrero,Municipio_0000591,917801,1.0731
592,Jalisco,Municipio_0000592,1747115,0.288
593,Tamaulipas,Municipio_0000593,490011,1.9321
594,Guerrero,Municipio_0000594,1450621,-2.3377
595,Michoacan,Municipio_0000595,682077,-1.6486
596,Guanajuato,Municipio_0000596,1675577,2.3394
597,Veracruz,Municipio_0000597,776359,-1.0778
598,Baja California,Municipio_0000598,1830716,1.2834
599,Chiapas,Municipio_0000599,1992669,0.9066
600,Durango,Municipio_0000600,1076661,1.9762
601,Sinaloa,Municipio_0000601,1436702,0.0558
602,Oaxaca,Municipio_0000602,1011736,-0.2109
603,Guanajuato,Municipio_0000603,1423113,0.0022
604,Hidalgo,Municipio_0000604,43753,2.45
605,Chihuahua,Municipio_0000605,263787,-1.0988
606,Guanajuato,Municipio_0000606,1029159,0.4144
607,Tabasco,Municipio_0000607,1115569,-1.2827
608,Yucatan,Municipio_0000608,1137267,1.628
609,Mexico,Municipio_0000609,1727962,-1.8238
610,Nuevo Leon,Municipio_0000610,644754,-0.1593
611,Morelos,Municipio_0000611,585838,1.9708
612,Hidalgo,Municipio_0000612,501331,-1.68
613,Durango,Municipio_0000613,838481,1.5844
614,Queretaro,Municipio_0000614,1088462,-1.9575
615,Oaxaca,Municipio_0000615,1836936,0.4872
616,Chihuahua,Municipio_0000616,1436412,1.1395
617,Campeche,Municipio_0000617,225003,-1.1907
618,Zacatecas,Municipio_0000618,1294764,2.3251
619,Tabasco,Municipio_0000619,946417,-1.8801
620,Nayarit,Municipio_0000620,409936,1.0253
621,Michoacan,Municipio_0000621,679099,-0.8332
622,Queretaro,Municipio_0000622,42339,0.2618
623,Durango,Municipio_0000623,1874401,-2.4704
624,Campeche,Municipio_0000624,1284042,-1.4754
625,Campeche,Municipio_0000625,1825816,-1.592
626,Quintana Roo,Municipio_0000626,660603,1.9767
627,Aguascalientes,Municipio_0000627,348195,1.5708
628,Nuevo Leon,Municipio_0000628,1836906,1.1838
629,Veracruz,Municipio_0000629,1083172,-2.1471
630,Campeche,Municipio_0000630,288172,-0.6423
631,Nayarit,Municipio_0000631,721589,1.1561
632,Tamaulipas,Municipio_0000632,725817,-0.0688
633,Chihuahua,Municipio_0000633,411607,-1.169
634,Guerrero,Municipio_0000634,325955,2.0062
635,Quintana Roo,Municipio_0000635,661545,2.2409
636,Tabasco,Municipio_0000636,1254826,2.4891
637,Tamaulipas,Municipio_0000637,1813673,1.5464
638,Nayarit,Municipio_0000638,1736627,-1.6967
639,Tamaulipas,Municipio_0000639,1411304,-0.4204
640,Nuevo Leon,Municipio_0000640,779221,-0.9621
641,Jalisco,Municipio_0000641,54863,1.9979
642,Tabasco,Municipio_0000642,949296,-1.867
643,Baja California,Municipio_0000643,1543355,-1.0996
644,Morelos,Municipio_0000644,419727,-0.1855
645,Puebla,Municipio_0000645,1665058,0.5253
646,Colima,Municipio_0000646,1343504,-2.4768
647,Guerrero,Municipio_0000647,1752638,0.042
648,Hidalgo,Municipio_0000648,407444,0.8906
649,Jalisco,Municipio_0000649,117682,-1.5185
650,Zacatecas,Municipio_0000650,86052,0.341
651,Sinaloa,Municipio_0000651,1748447,1.7103
652,Tlaxcala,Municipio_0000652,994575,0.7436
653,Morelos,Municipio_0000653,1716863,0.5643
654,Coahuila,Municipio_0000654,534532,-1.1148
655,Queretaro,Municipio_0000655,219282,-1.857
656,Nuevo Leon,Municipio_0000656,1880053,-0.8727
657,Tamaulipas,Municipio_0000657,1966050,0.0582
658,Durango,Municipio_0000658,1096678,-1.9429
659,Sinaloa,Municipio_0000659,1751538,-1.5623
660,Jalisco,Municipio_0000660,980034,-0.6176
661,Veracruz,Municipio_0000661,143433,-1.3166
662,Guanajuato,Municipio_0000662,49875,-1.6885
663,Veracruz,Municipio_0000663,401701,1.7729
664,Quintana Roo,Municipio_0000664,1707378,-2.1299
665,Colima,Municipio_0000665,751014,-2.3086
666,San Luis Potosi,Municipio_0000666,1985738,1.1849
667,Mexico,Municipio_0000667,778906,-0.7931
668,Queretaro,Municipio_0000668,964306,-0.3452
669,Hidalgo,Municipio_0000669,969435,-2.4282
670,Quintana Roo,Municipio_0000670,486686,-0.4803
671,Durango,Municipio_0000671,833304,-1.7688
672,Tamaulipas,Municipio_0000672,1744459,2.3936
673,Chiapas,Municipio_0000673,1900232,-0.6097
674,Yucatan,Municipio_0000674,849923,-1.5534
675,Mexico,Municipio_0000675,1086894,2.319
676,Michoacan,Municipio_0000676,1979041,0.8096
677,Campeche,Municipio_0000677,1430108,-1.6975
678,Veracruz,Municipio_0000678,36735,-1.9617
679,Jalisco,Municipio_0000679,785183,-0.8024
680,Michoacan,Municipio_0000680,1000731,-1.9259
681,Baja California,Municipio_0000681,978051,0.2529
682,Jalisco,Municipio_0000682,1532479,-0.3654
683,Tamaulipas,Municipio_0000683,889287,-0.7617
684,Jalisco,Municipio_0000684,1652119,1.5065
685,Durango,Municipio_0000685,505880,2.2567
686,Nayarit,Municipio_0000686,1197215,1.7536
687,Michoacan,Municipio_0000687,454986,0.1937
688,Colima,Municipio_0000688,1051501,0.7922
689,Campeche,Municipio_0000689,1485353,0.8823
690,Coahuila,Municipio_0000690,598649,0.9986
691,Sonora,Municipio_0000691,1846206,-0.9543
692,Sinaloa,Municipio_0000692,1252770,-1.8523
693,Nayarit,Municipio_0000693,964393,0.4782
694,San Luis Potosi,Municipio_0000694,1437215,-0.0534
695,Durango,Municipio_0000695,1181158,-1.4709
696,Sinaloa,Municipio_0000696,1447420,-0.0035
697,Guerrero,Municipio_0000697,1164446,0.9781
698,Chiapas,Municipio_0000698,457629,1.2064
699,Puebla,Municipio_0000699,1137409,-2.4021
700,Queretaro,Municipio_0000700,1318820,-1.9264
701,Tlaxcala,Municipio_0000701,765509,-0.7958
702,Queretaro,Municipio_0000702,1252183,-2.2204
703,Nuevo Leon,Municipio_0000703,230224,1.775
704,Morelos,Municipio_0000704,1725836,2.023
705,Coahuila,Municipio_0000705,1939421,0.0754
706,Chiapas,Municipio_0000706,1544367,-2.1069
707,Guanajuato,Municipio_0000707,638365,0.0427
708,Quintana Roo,Municipio_0000708,1944697,-1.2579
709,Campeche,Municipio_0000709,947170,1.3211
710,Durango,Municipio_0000710,1796237,-2.4512
711,Tamaulipas,Municipio_0000711,1901654,-0.2984
712,San Luis Potosi,Municipio_0000712,229257,-0.0323
713,Chiapas,Municipio_0000713,561306,-2.0112
714,Chihuahua,Municipio_0000714,71341,-1.7753
715,Oaxaca,Municipio_0000715,1867723,-1.4803
716,Hidalgo,Municipio_0000716,925859,2.3087
717,Sinaloa,Municipio_0000717,364475,1.504
718,Campeche,Municipio_0000718,1550296,-1.2225
719,Queretaro,Municipio_0000719,106170,-0.3426
720,Hidalgo,Municipio_0000720,775813,1.3728
721,Chiapas,Municipio_0000721,954790,0.7827
722,Chihuahua,Municipio_0000722,958021,1.4971
723,Tamaulipas,Municipio_0000723,277216,-1.9388
724,Guanajuato,Municipio_0000724,1629422,-0.5246
725,Coahuila,Municipio_0000725,611441,1.4795
726,Chihuahua,Municipio_0000726,366779,-1.1664
727,Quintana Roo,Municipio_0000727,886360,2.0152
728,Hidalgo,Municipio_0000728,937711,0.2287
729,Colima,Municipio_0000729,82562,-0.7145
730,Yucatan,Municipio_0000730,1513971,-1.3451
731,Zacatecas,Municipio_0000731,165101,1.93
732,Jalisco,Municipio_0000732,798137,0.8803
733,Coahuila,Municipio_0000733,559102,-0.1496
734,Veracruz,Municipio_0000734,1339676,-1.0902
735,Colima,Municipio_0000735,1823275,-0.925
736,Guanajuato,Municipio_0000736,255045,-0.4187
737,Chiapas,Municipio_0000737,1140015,-1.1159
738,Jalisco,Municipio_0000738,1688465,0.7577
739,Aguascalientes,Municipio_0000739,1392357,-0.0348
740,Tamaulipas,Municipio_0000740,1611847,-0.1987
741,Guerrero,Municipio_0000741,621554,0.8273
742,Sonora,Municipio_0000742,1086462,1.4858
743,Yucatan,Municipio_0000743,922015,-0.5698
744,Chiapas,Municipio_0000744,682390,-2.1326
745,Yucatan,Municipio_0000745,725840,1.2035
746,Veracruz,Municipio_0000746,97535,0.4142
747,Oaxaca,Municipio_0000747,366214,1.7096
748,Nuevo Leon,Municipio_0000748,517663,0.2942
749,Tabasco,Municipio_0000749,1014121,-1.2682
750,Quintana Roo,Municipio_0000750,1272590,-0.2954
751,Sonora,Municipio_0000751,1817622,1.5392
752,Veracruz,Municipio_0000752,1523706,1.9985
753,Oaxaca,Municipio_0000753,977115,0.5316
754,Chihuahua,Municipio_0000754,849008,-0.7827
755,Quintana Roo,Municipio_0000755,1237726,0.9021
756,Tabasco,Municipio_0000756,495139,0.1123
757,Tabasco,Municipio_0000757,1905305,0.8822
758,Zacatecas,Municipio_0000758,887118,0.1127
759,Colima,Municipio_0000759,943053,1.0292
760,Jalisco,Municipio_0000760,339607,0.2927
761,Durango,Municipio_0000761,379559,0.636
762,Coahuila,Municipio_0000762,924712,0.804
763,Mexico,Municipio_0000763,1778495,0.8921
764,Tabasco,Municipio_0000764,813769,2.2411
765,Baja California,Municipio_0000765,979253,1.5363
766,Nuevo Leon,Municipio_0000766,371231,-0.4453
767,Morelos,Municipio_0000767,146227,1.9638
768,Chihuahua,Municipio_0000768,1383588,-0.8191
769,Yucatan,Municipio_0000769,1599392,0.9557
770,Puebla,Municipio_0000770,377040,2.347
771,Queretaro,Municipio_0000771,710922,1.233
772,Hidalgo,Municipio_0000772,382419,-0.0562
773,Durango,Municipio_0000773,81751,-0.3638
774,Campeche,Municipio_0000774,1857613,1.4253
775,Tabasco,Municipio_0000775,552233,0.5998
776,Campeche,Municipio_0000776,1032842,1.5355
777,Michoacan,Municipio_0000777,663509,0.3863
778,Puebla,Municipio_0000778,181331,-1.9073
779,Mexico,Municipio_0000779,66633,-1.2414
780,Sonora,Municipio_0000780,1802709,-1.4831
781,Puebla,Municipio_0000781,1890413,0.394
782,Jalisco,Municipio_0000782,250135,-1.8549
783,Sonora,Municipio_0000783,369822,1.7028
784,Guanajuato,Municipio_0000784,235903,1.5339
785,Hidalgo,Municipio_0000785,351363,-0.5228
786,Baja California,Municipio_0000786,41998,-1.3733
787,Durango,Municipio_0000787,1032004,-1.2861
788,Colima,Municipio_0000788,38247,0.0264
789,Jalisco,Municipio_0000789,177719,2.3713
790,Guanajuato,Municipio_0000790,170859,-0.1045
791,Baja California,Municipio_0000791,1513443,-1.4235
792,Guerrero,Municipio_0000792,1785801,-2.1696
793,Guerrero,Municipio_0000793,816521,-1.1104
794,Michoacan,Municipio_0000794,1018265,-0.0815
795,Michoacan,Municipio_0000795,830581,1.0246
796,Veracruz,Municipio_0000796,1306074,-0.8814
797,Quintana Roo,Municipio_0000797,852129,-2.4502
798,Zacatecas,Municipio_0000798,1309476,-1.2396
799,Tamaulipas,Municipio_0000799,75060,-1.1094
800,Nuevo Leon,Municipio_0000800,761875,-1.2384
801,Morelos,Municipio_0000801,934249,-0.1591
802,Jalisco,Municipio_0000802,1652695,-0.5752
803,Guanajuato,Municipio_0000803,1412206,0.588
804,Nuevo Leon,Municipio_0000804,129473,1.508
805,Yucatan,Municipio_0000805,1409431,-0.4975
806,Sinaloa,Municipio_0000806,144823,-2.1913
807,Jalisco,Municipio_0000807,1841148,-0.3872
808,Jalisco,Municipio_0000808,627970,-1.0168
809,Hidalgo,Municipio_0000809,43900,-0.7831
810,Queretaro,Municipio_0000810,1605754,0.5944
811,Guerrero,Municipio_0000811,993672,0.2086
812,Guerrero,Municipio_0000812,270287,2.244
813,Guanajuato,Municipio_0000813,1798539,-2.0203
814,Zacatecas,Municipio_0000814,246374,-0.3106
815,Sonora,Municipio_0000815,349479,1.3842
816,Durango,Municipio_0000816,1349072,-0.3963
817,Morelos,Municipio_0000817,1136575,1.5227
818,Oaxaca,Municipio_0000818,280616,-0.7093
819,Nayarit,Municipio_0000819,500268,-0.232
820,Jalisco,Municipio_0000820,1688795,0.808
821,Oaxaca,Municipio_0000821,1580907,-1.04
822,Tamaulipas,Municipio_0000822,1207700,1.5526
823,Sonora,Municipio_0000823,182144,-1.3666
824,Oaxaca,Municipio_0000824,100412,-1.0861
825,Mexico,Municipio_0000825,1300882,0.0029
826,Aguascalientes,Municipio_0000826,1389372,1.1142
827,Tabasco,Municipio_0000827,1647815,-1.6274
828,Chiapas,Municipio_0000828,184974,-2.2758
829,Coahuila,Municipio_0000829,571617,1.656
830,Morelos,Municipio_0000830,1668360,-1.6248
831,Baja California,Municipio_0000831,1211588,0.8991
832,Campeche,Municipio_0000832,1944537,-0.9836
833,Guanajuato,Municipio_0000833,59801,-0.7629
834,Tlaxcala,Municipio_0000834,1353579,0.8492
835,Colima,Municipio_0000835,942343,1.1272
836,Guerrero,Municipio_0000836,388120,-0.5586
837,Veracruz,Municipio_0000837,1850086,-0.4633
838,Tabasco,Municipio_0000838,777029,-1.2952
839,Coahuila,Municipio_0000839,1356955,1.858
840,Sinaloa,Municipio_0000840,1391892,0.5357
841,Tabasco,Municipio_0000841,550257,-1.8375
842,Quintana Roo,Municipio_0000842,811462,-0.9763
843,Michoacan,Municipio_0000843,1160723,-0.6108
844,Sonora,Municipio_0000844,1304248,-2.418
845,Durango,Municipio_0000845,750241,-0.6972
846,Tlaxcala,Municipio_0000846,1922200,-1.5802
847,Tamaulipas,Municipio_0000847,1429377,-0.1243
848,Tabasco,Municipio_0000848,1497394,2.4033
849,Jalisco,Municipio_0000849,1374354,-0.9602
850,Veracruz,Municipio_0000850,944586,-2.0348
851,Chihuahua,Municipio_0000851,1428048,0.1717
852,Guanajuato,Municipio_0000852,387379,1.1802
853,Yucatan,Municipio_0000853,475749,1.5599
854,Campeche,Municipio_0000854,1702319,-2.015
855,Durango,Municipio_0000855,214690,0.8171
856,Guerrero,Municipio_0000856,1389096,-2.4762
857,Aguascalientes,Municipio_0000857,608255,-2.2104
858,Mexico,Municipio_0000858,444839,-0.3129
859,Tamaulipas,Municipio_0000859,1954285,2.2004
860,Sinaloa,Municipio_0000860,34087,-2.2481
861,Tlaxcala,Municipio_0000861,1232340,1.264
862,Sonora,Municipio_0000862,1908535,1.2601
863,Sonora,Municipio_0000863,971470,2.1253
864,Chiapas,Municipio_0000864,1656681,1.4071
865,Tamaulipas,Municipio_0000865,601239,2.4769
866,Queretaro,Municipio_0000866,190882,1.2626
867,Guerrero,Municipio_0000867,1947355,-0.0639
868,Yucatan,Municipio_0000868,54406,0.9361
869,Colima,Municipio_0000869,250030,-1.0534
870,Oaxaca,Municipio_0000870,588182,1.8863
871,Veracruz,Municipio_0000871,480506,1.8249
872,Aguascalientes,Municipio_0000872,1684496,-0.5892
873,Queretaro,Municipio_0000873,1486713,0.8484
874,Chiapas,Municipio_0000874,1133677,-1.341
875,Chihuahua,Municipio_0000875,1753512,1.5841
876,San Luis Potosi,Municipio_0000876,1428722,-1.8177
877,Tlaxcala,Municipio_0000877,1614234,-0.4779
878,Chiapas,Municipio_0000878,1818952,1.9684
879,Tabasco,Municipio_0000879,1952380,-0.9914
880,Tlaxcala,Municipio_0000880,1929487,-2.2158
881,Durango,Municipio_0000881,1427909,-0.3499
882,Tabasco,Municipio_0000882,1339801,2.2626
883,Colima,Municipio_0000883,478655,1.208
884,Hidalgo,Municipio_0000884,945789,-0.5236
885,Guanajuato,Municipio_0000885,1436724,1.7943
886,Tamaulipas,Municipio_0000886,270147,-1.5389
887,Yucatan,Municipio_0000887,658568,1.8559
888,Chihuahua,Municipio_0000888,1716433,-2.0905
889,Hidalgo,Municipio_0000889,1940337,-0.5338
890,Guanajuato,Municipio_0000890,157818,0.3027
891,Yucatan,Municipio_0000891,968807,0.0544
892,Chiapas,Municipio_0000892,172019,1.9511
893,Durango,Municipio_0000893,706368,-2.1543
894,Sinaloa,Municipio_0000894,1911942,-1.3927
895,Baja California,Municipio_0000895,49692,-0.623
896,Tlaxcala,Municipio_0000896,1669582,0.8985
897,Chiapas,Municipio_0000897,1462861,-0.1615
898,Puebla,Municipio_0000898,1044369,1.8994
899,Puebla,Municipio_0000899,394498,1.5131
900,San Luis Potosi,Municipio_0000900,1339476,0.6497
901,Baja California,Municipio_0000901,1104502,0.3825
902,Oaxaca,Municipio_0000902,350820,-1.0928
903,Durango,Municipio_0000903,1026956,1.0108
904,Aguascalientes,Municipio_0000904,116529,-0.9931
905,Sinaloa,Municipio_0000905,928137,0.1547
906,Guanajuato,Municipio_0000906,1337686,1.9897
907,Guanajuato,Municipio_0000907,461876,0.2953
908,Campeche,Municipio_0000908,1653394,-1.8442
909,Tamaulipas,Municipio_0000909,1706661,0.8716
910,Sonora,Municipio_0000910,436899,-0.8909
911,Chihuahua,Municipio_0000911,1113109,0.6232
912,Sonora,Municipio_0000912,988255,0.1087
913,Nayarit,Municipio_0000913,921006,2.3515
914,Coahuila,Municipio_0000914,1971514,-0.8792
915,Baja California,Municipio_0000915,1555354,1.6221
916,Tabasco,Municipio_0000916,1998394,0.3861
917,Chihuahua,Municipio_0000917,1498812,2.1805
918,Campeche,Municipio_0000918,1906678,1.5993
919,Guanajuato,Municipio_0000919,1819122,-2.2052
920,Nuevo Leon,Municipio_0000920,1129799,0.5008
921,Zacatecas,Municipio_0000921,213451,-1.7462
922,Chiapas,Municipio_0000922,632559,-0.7034
923,Baja California,Municipio_0000923,568052,0.2831
924,Quintana Roo,Municipio_0000924,1417467,-0.2842
925,Tamaulipas,Municipio_0000925,1500859,1.8371
926,Tlaxcala,Municipio_0000926,1383804,-1.0011
927,Guerrero,Municipio_0000927,476725,-2.4276
928,Oaxaca,Municipio_0000928,1596469,-0.9859
929,Campeche,Municipio_0000929,16603,0.0291
930,Hidalgo,Municipio_0000930,242299,0.0295
931,Aguascalientes,Municipio_0000931,1383006,2.4075
932,Durango,Municipio_0000932,647640,-0.2399
933,Coahuila,Municipio_0000933,1254043,2.2001
